,tweets
4658,Mrt Hongkong Disneyland https://t.co/2Cc4Y6Xuzk
4659,@TrikartikaF Jangan sedih Tika. Nanti2 bisa kok kita naik MRT bareng😀😀😀😀😀😀😀
4660,topik perbincangan dengan nyokap hari ini: apakah rumah akan kena gusur akibat pembangunan MRT?
4661,[Askmf] kalo mau ke lottecinema fatmawati naik MRT lebih deket dari st. Cipete raya/st. Fatmawati? Dari stasiun itu bisa jalan kaki gak?
4662,"@X1STORIES waktu tidur siang mimpi sejin ditanya sama wartawan ""menurut anda apakah partai gerindra akan masuk koalisi jokowi?""

Inget banget ini pas tidur tuh lagi nonton berita yang jkw sama prabowo ketemuan di mrt wkwkwkkw"
4663,RT @ainaayasminn: i think semua mrt station kena ada atm 🥺
4664,Mrt Hongkong Disneyland https://t.co/Z1AoBx5gtM
4665,"@CH_chotimah @Airin_NZ @fadlizon @Fahrihamzah Duo F yg udah jadi sampah after putusan MK pilpres &amp; pertemuan MRT....hahahaha. Garbi mana, mana Garbus...? #busuk @Fahrihamzah"
4666,Himala hnd ckckan MRT
4667,#PopulerB1 9: Tiga Investor Berminat Danai MRT Jakarta Koridor Timur-Barat Fase 1 https://t.co/ZZl8iYwVln
4668,@tngcncrtrst Kenapa ga naik mrt aja
4669,"Setiap naik MRT di stasiun lebak bulus grab, suka penasaran, emang ada kantor grab. Eh ternyata grabnya ada di kolong stasiun, malah banyak lagi"
4670,Cepet yak ternyata naek MRT wkwk 😅
4671,Abimana Aryasatya Bikin Heboh Stasiun MRT Dukuh Atas https://t.co/S96ccRrQfe https://t.co/dISDBfvjFS
4672,Abimana Aryasatya Bikin Heboh Stasiun MRT Dukuh Atas https://t.co/9Ju18l0xYo https://t.co/qVbbIYk8TT
4673,Intip Keseruan Para Pemain Gundala Naik MRT Jakarta https://t.co/PRDVS0NQ60
4674,"@verysweetjzmine Jembatan senayan, deket mrt wkwk"
4675,RT @baesauce: ya Allah nangis bgt liatnyaaa😭😭😭💞💞✨  https://t.co/wLQ8IfKke4
4676,@ybrap Oooh ini orang yg sering di jatohin tapi karir nya tetap laju kek MRT
4677,punya lah penat harini sampai terlepas stesyen wehh 😭😂😂😭. kalau tak duduk ah aku dlm mrt last stesyen. abg mrt siap kejut lagi terpksa train patah balik bahshahahaahahahahah 😂😂
4678,"@yoesoefay @mrtjakarta @MrTJKT Kan penentuan tarifnya beda. MRT &amp; Commuter tergantung brp stasiun dari tap pertama, kalo TJ mau keliling semua halte tetap 3500."
4679,"Betullah perempuan ni complicated kdg aku pun tak faham mak aku. Nak ambil lesen motor tak bagi, nak naik grab tak bagi, nak naik mrt jauh pun tak bagi, naik bas pun tak bagi. Pastu bila nak keluar ngan kawan nak naik semua ni sebab dia tak leh hantar sebab kerja pun tak bagi hm"
4680,"RT @narasitv: Road to #Playfest2019 bareng @kotakband_ di Terowongan Kendal, Dukuh Atas MRT Station.

More info follow @playfest2019 &amp; visit https://t.co/HyUyLTKotf.

See More, Experience Many https://t.co/PTGwNUL6Vu"
4681,"RT @narasitv: Road to #Playfest2019 bareng @kotakband_ di Terowongan Kendal, Dukuh Atas MRT Station. More info follow @playfest2019 &amp; visit https://t.co/HyUyLTKotf.

See More, Experience Many https://t.co/HT0dhnUeFJ"
4682,"RT @narasitv: Road to #Playfest2019 bareng @kotakband_ dan @dead_bachelors di Terowongan Kendal, Dukuh Atas MRT Station. More info follow @playfest2019 &amp; visit https://t.co/HyUyLTKotf https://t.co/FNzBFvhH74"
4683,"RT @narasitv: Road to #Playfest2019 bareng @kotakband_ dan @dead_bachelors di Terowongan Kendal, Dukuh Atas MRT Station. More info follow @playfest2019 &amp; visit https://t.co/HyUyLTKotf.

See More, Experience Many. https://t.co/h9aC9xQO93"
4684,"Kalau misalnya mrt atau publik transportasi error paling banter minta maaf, sekali kalo gw juga pengen naik tapi ga bayar dan cuman ngmng : mohon maaf atas ketidaknyamanannya penyedia jasa. 

Kira kira gw ditampol ga yah?"
4685,akhirnya di MRT ada sinyal XL
4686,"RT @rekeesydoom: Semalem abis hunting foto di spot yang kece abis, di bawah stasiun mrt blok A. Bagi yang suka foto malem, dan nuansa luar…"
4687,@dinokurniawann aseeek nyoba MRT jugaa yakan
4688,"Knp halte bus trans Jak di St MRT Fatmawati yg berada di bwh jln tol tdk difungsikan lagi, kan jd mempersulit penggunanya utk naik turun bus &amp; akses ke stasiun, pdhal sblmnya berfungsi dg baik @DKIJakarta cc @PT_TransJakarta"
4689,"Bangun bangun keringetan,  mimpi naik mrt jatoh sama ngobrol ama pocong di hutan"
4690,"@jenny__jnny GBK GBK GBK!! Soalnya kendaraannya banyak dan gampang. Ada busway, bus tingkat, busway gratis, KRL, MRT, ojek online juga bisa. Dan GBK tempatnya luas dan melingkar, jadi enak ngeliatnya."
4691,Aku tak tahu pulak bas mrt tak guna duit  dah 🙃
4692,@frhanahuda Iya buk. Nnti kamu pergi mrt sg buloh ke?
4693,"@icha_mrt yaiyalah, tambahin sianida biar melek terus"
4694,RT @hakim_munar: Hi guys. Bosan asyik makan benda sama masa lunch ? Saya ada jual nasi and rendang ayam rm7 sahaja no COD caj as long as yo…
4695,"@KompasTV Kursi itulah tujuan para Politikus dan rakyat korban dari Politik. Ending dari NASI GORENG DAN SATE MRT ya kursi menteri dan MPR
#MENCARIPEMIMPIN"
4696,Td naik bas mrt. Tgh syok tengok sekeliling aku terpandang sorang laki tgh tunduk main fon. Dlm hati eh mcm familiar je. sebabkan dia pki topi so x cam muka dia. Tetibe dia angkat muka sengih2 kat aku. Ya Allah abang aku rupanya. 🤣 dia ni every weekend nk balik.
4697,Abimana Aryasatya Bikin Stasiun MRT Dukuh Atas Heboh https://t.co/RjocZAxVHs
4698,mrt memudahkanku untuk ketemu giri after office hour
4699,@gapakeblackpink @Shellaemeliana1 Leh ugha
4700,"rela2in pulang kantor, dari depok ke mrt fatmawati naik motor plus lari2an biar engga ketinggalan:( 

tapi pd akhirnya udh ketinggalan 2 laguu.. its okay selagi #ToD blum dinyanyi :)) 

see u next day! 

owwwyea~~ https://t.co/kd72EjM9Xz"
4701,RT @detikcom: Pembangunan MRT Jakarta hingga 2030 ditargetkan mencapai 230 km.  Intip yuk rutenya yang dirangkum dalam infografis berikut i…
4702,"1. RelawanAjatappareng @KamarullahH Pertemuan 3 tokoh bangsa diawali Pres. Jokowi &amp; Pak @prabowo di MRT, dilanjutkan Pertemuan Ibu Mega &amp; Prabowo adalah awal rekonsiliasi pembahasan masalah bangsa, negara &amp; mempersatukan anak bangsa yg sempat terbelah saat PEMILU 17 April 2019."
4703,"RT @GrabID: *Obrolan di GrabChat*

👨Mba, di mana?
👩Saya di pintu keluar MRT pak
👨Oke siap. Chanyeol meluncur
👩Rosè siap nungguin

Aku: uwuw…"
4704,Hari ini juga Gundala menaiki MRT loh teman-teman. Wah seru juga yaaaah #GundalaDiMRT hari ini! https://t.co/jndDAaLJf6
4705,@dukemegat Mrt/Rapid ni ada twitter. Kau mengadu kat twitter dia pantas je reply kat HQ. Cubalah. So far okay je few times aku report ada driver yang rude dah takde dah lepas aku report 🤪
4706,"It’s a Wrraaapp! Bahana on MRT Stage hari ini selesai!!
Gimana gimana, siapa aja nih yang abis nyanyi-nyanyi bareng @geishaindonesia ?? 
.
Seru kan teman bahana? yakan yakan???!
.
Coba dong kasitau kalo kamu mau… https://t.co/bjYkA3ldq7"
4707,"Pekerjaan borongan fase II dan III bukan tanpa alasan. PT MRT Jakarta dikejar target membangun jalur transportasi massal berbasis rel ini sepanjang 230 km, dalam dan luar Jakarta, pada 2030.
https://t.co/32ayJdh9uS"
4708,@JunaDaGreatNuno more or less 1 hr makakarating ka na jan thru mrt
4709,Ini dia keseruan dibalik #GundalaDiMRT hari ini bersama @bahanafmjkt . Gundala sudah bertemu dengan teman-teman yang ada di stasiun MRT hari ini Gundala lohh. Nah teman-teman ada yang tadi bertemu Gundala dan para cast-nya? Jangan lupa upload dan mention kita yaa! https://t.co/OFKG7ljt4c
4710,"MRT Jakarta Fase III segera dibangun nih tahun depan. Rutenya dari Kalideres hingga Ujung Menteng sepanjang 31,7 km. Ini daftarnya: #MRTJakarta 

via @detikfinance https://t.co/KkTrej9Zi6"
4711,"Ngeliat orang2 kantoran di Stasiun MRT Dukuh Atas berhenti bentar buat nyapa kucing atau ngasih mereka makan, really give me peace. https://t.co/fIui4i2msE"
4712,"@niwandanurina Ga ge er kok niw. Gue jg kl di mrt hampir selalu dipersilahkan duduk oleh lelaki :”)
*trs jgn2 kita berdua yg ge er jdnya ga ngerasa*"
4713,RT @kangsemproel: @ArgentianaA @arfar_pas @saefudin_zuhrii @edimaha233 @100rb @ferizandra Minngu kemaren sama Bundbund @selyr84 seabis nyob…
4714,@ichsan4th Beliiii di stesyen mrt ada yg keluaran bank
4715,"@FarisJumaat_ @ajirahazahari bg aku BN mmg ade salah tp BN byk jugak membantu rakyat cntoh UTC, klinik 1 malaysia, br1m, MRT, hway pan borneo, voucher buku, diskaun ptptn n byk lg.. takde kerajaan yg perfect dlm dunia ni. kerajaan PH pulak kne buktikan yg dorg boleh jaga kebajikan rakyat.."
4716,Plis ini masmas di MRT ganteng banget ya Tuhan
4717,KE JAKARTA LUPA BAWA KARTU KRL SAMA MRT FAK
4718,"Yeaayy!! Bahana on MRT Stage hari ini selesai!!

Siapa aja nih yang tadi ikutan seru-seruan ketemu sama pemain dari film gundalaofficial ??
Ada @AbimanA_A @danangpostman @kellytandiono dan @hannahalrashid lhoo!

Seru… https://t.co/tAS4RRjDE2"
4719,"@ArgentianaA @arfar_pas @saefudin_zuhrii @edimaha233 @100rb @ferizandra Minngu kemaren sama Bundbund @selyr84 seabis nyobain naik MRT dari Blok M plaza, tadinya mau nyobain gultik.
Tapi di tik nya ga ada parkoran nya...
Batal deh...
😨
https://t.co/uLb1gS68w4"
4720,Ya Allah baru tau dari mrt haji nawi turun2 tangga keluar langsung seafood 45 seneng banget :”””)
4721,Sejuknya mrt 😷
4722,@YaoiClime tadi lagi nyoba naik MRT. https://t.co/pP5HHQxnKG
4723,@ZaimZaimi_ Lain mashhammm bunyi tu japgi nak sampai kt mrt habaq awai takut aku tertido okay hehe
4724,"@angsapista Gaji di atas 8jt, ngantor gak naik sepeda broooow. Naik MRT, walaupun ngabisin 10% gaji. Azek."
4725,@nadinesaadha masi di mrt guee
4726,"Ternyata mrk suka kpop jg,, pas gw bilang gw suka Apink n  2ne1 mrk lngsg nebak bias gw siapa,,CL n eunji katanya,,krn mrt mrk yg paling populer n talent di grup itu ya yg 2 itu,hahha tau aj selera gw.."
4727,"@syietah_ @nuramin09 Update! @nuramin09 dah bawak date makan roti naan RSMY, KL. Siap naik mrt uollsss. Hahaha https://t.co/4hIxpO6cnY"
4728,Suka Dengar Musik di MRT? Wajib Coba Earphone Sony Satu Ini! https://t.co/e2bk5zl7oE
4729,@Azielxhhh dari MRT Cochrane
4730,@NatoAbt Ahah sur juju 🥰
4731,"padahal udh kenyang banget, ngeliat ginian di stasiun mrt diskon mapuluh persen langsung beli tanpa mikir kalo sebenernya tadi udah makan ampe mo gumoh :"") https://t.co/uPn3cM15om"
4732,waiittt siyess lhaaa jjaeni kt kl sentral skrg??? waduhhh bru jaaa smpai bb naik mrt tadi😭😭😭
4733,Kuat eh... dalam mrt boleh tap org halau sebab nk duduk🤣 https://t.co/TXN2H6WS3N
4734,@Yola_kinsky CP lg yok atau MRT
4735,mrt baunya bikin degdegan
4736,"Road to #Playfest2019 bareng @kotakband_ di Terowongan Kendal, Dukuh Atas MRT Station.

More info follow @playfest2019 &amp; visit https://t.co/P11juPGXzB.

See More, Experience Many https://t.co/Ksm85LNGdU"
4737,Suka Dengar Musik di MRT? Wajib Coba Earphone Sony Satu Ini! https://t.co/iCxYvtIRH2
4738,Oiya satu lg @PT_TransJakarta kayaknya perlu dibuatkan tempat mengantri di MRT Fatmawati ini... spy penumpang tidak berebut saat naik Royal Trans.
4739,Akhirnya udah muncul nama-nama stasiun MRT jalur Timur-Barat nanti. Stasiun interchange sama jalur Kota-Lebak Bulus bakal di Sarinah. https://t.co/H1HJM57rU5
4740,"Berapa tahun x naik ktm sejak ada mrt, ni ada hal sikit kena naik ktm. Mmg ktm brenti 1 stesen tu lama ke?"
4741,Udah ada yang pernah rekomen ini belom sih haltemin @drhaltekehalte ? Radja Seafood 48 di fatmawati (turun MRT fatmawati). Kerang ijo saus padangnya enak gila https://t.co/NPio883Fe6
4742,"Boss: esok u g training sekali dgn si polan yea 
Me: nevermind i can go sorang, dia ada pon takde function bukan boleh tengok waze heboh main hp. Biar dia naik mrt.
Boss: u ni sometimes silent killer jugak 
Me: 😉
Sometime we need selfish 😌"
4743,mau ninggalin jkt tp baru hariini nyoba mrt sama ka bandara HAHA
4744,"@VIVAcoid Mgkn krn tarif terlalu mahal, mentang2 tujuannya ke bandara lalu dimahalin. Pdhl dibanding MRT n KRL kn sama sj."
4745,@Puteri_wawa1 @ynzmry_ I know I know😥. Meh sini datang shah alam😭. Boleh jumpa di area yang ara lrt/mrt/ktm je 😢
4746,@PT_TransJakarta Boleh tau knp Royal Trans Bintaro BSD MRT Fatmawati tdk bs lg drop off/on penumpang di bawah jalan tol? Knp pihak @PTJASAMARGA melarang ya? Skrg naik turun royal trans jd susah :( https://t.co/JSQjvqhr7Q
4747,"RT @radenrauf: GIVEAWAY TIME!!!
GUA MAU BAGI BAGI HANDPHONE GAES!!!
Gua bakal bagi bagi 1 unit SAMSUNG #GalaxyS10 

Mau tau cara dapetinnya…"
4748,i think semua mrt station kena ada atm 🥺
4749,Kenapa mrt ramai orang lagi time macam niiiii
4750,"@chypang Kalo aku naik mrt , charge taxi alesan lupa receipt . Dosa tapi enak :("
4751,"@aniqnazari @ainaaisyaaa @FarisJumaat_ @lisaa_aa98 Najib bina MRT LRT, EAST COST RAIL LINK, paling hebat, pan borneo. Bagi masa lebih lagi dari Mahathir, Najib pun boleh jadi lebih bagus dari Mahathir tu. Madey tu kroni je lebih"
4752,RT @dukemegat: bodo pemandu bas mrt ni tekan loceng dua kali pon salah bongokk baik tkyh kerja babi customer service pon org nak ajar ke si…
4753,"Pakai baju olahraga celana pendek, duduk di mrt sederetan dan depan2an dengan hijabers. Rasanya kayak dihakimi dengan tatapan nanar 😂"
4754,enak juga ye nongkrong di kolong mrt
4755,@faqihmrhm Yahh udh di mrt ke sency wkwkwk
4756,"Road to #Playfest2019 bareng @kotakband_ di Terowongan Kendal, Dukuh Atas MRT Station. More info follow @playfest2019 &amp; visit https://t.co/P11juPGXzB.

See More, Experience Many https://t.co/wBmMjKilrJ"
4757,@TishaEllafria_ Tau tkpe! Abe salahkan company. Wtf? Eeeee part ader promotion discount semua tk nk kalah sia. Kimakkkkkk aku bingit tk psl2 😅 not giving up my seat in the mrt for the elderly now 😂😂
4758,Aku ingin jalan2 naik MRT :(
4759,"@TMCPoldaMetro Pak, perempatan stasiun MRT blok A banyak banget yg lawan arus + ngebut ke arah fatmawati. Tolonglah ditertibin pak. Lokasinya deket banget ama polres jaksel lho.."
4760,"RT @wiranagara: Perihal notifikasi, muncul langsung kau balas itu bukan milikku. Diusap ke samping dan baru kau balas ketika sepi datang se…"
4761,"RT @QURANdanSUNNAH: ""Barangsiapa memperbanyak istighfar, niscaya Allah ta'ala merubah setiap kesedihannya menjadi kegembiraan, Allah ta'ala…"
4762,Di MRT yg pake ransel kaga ada yg dikedepanin.
4763,aku hari ini abis jadi tourist nganterin temen kampus yg bukan org jkt nyobain mrt swiiiinggggg 🤪🚆✨ https://t.co/g7db7kzIug
4764,Time tgh nak cepat la kau buat hal ek. (@ Kranji MRT Station (NS7) - @smrt_singapore in Singapore) https://t.co/WyGqYZRBDM https://t.co/UTj3mxUNB5
4765,"Road to #Playfest2019 bareng @kotakband_ dan @dead_bachelors di Terowongan Kendal, Dukuh Atas MRT Station. More info follow @playfest2019 &amp; visit https://t.co/P11juPGXzB https://t.co/elA6lGDjVm"
4766,bodo pemandu bas mrt ni tekan loceng dua kali pon salah bongokk baik tkyh kerja babi customer service pon org nak ajar ke sial
4767,"Jadi di Singapore biasanya aku naik BMW hehehehe.

Bus, MRT, walk hehehehe"
4768,"RT @yaelahcan: Kalo ditanya kepastian terus dia jawabnya ""Jalanin aja dulu ya"" rasanya pengen gua celetukin aja 

""Udah, kalo gapasti gausa…"
4769,Kok mrt bau pesing....
4770,Dear @mrtjakarta tolong diperhatikan pemeliharaan Vending Machinenya. Baru saja saya menggunakan mesin tersebut di stasiun MRT Fatmawati. Saya masukan pecahan uang 50.000 namun hanya keluar kembalian sebesar 5.000 saja. https://t.co/ErsujT52el
4771,kasi us2 q nnamn umiyaq sa mrt https://t.co/A4ZenlpNjP
4772,Ini Peta Rute Masa Depan MRT Jakarta https://t.co/Y10cwHYj3Y
4773,--mencari partner MRT di hari jumat yg buset dah macetnya napa oi--
4774,@detikcom wah asik nih jadi lebih deket naik mrt nya
4775,MRT menjadi saksi persatuan Indonesia https://t.co/feiup0FD4S
4776,MRT menjadi saksi persatuan Indonesia https://t.co/8JXhw3yj2f
4777,@dewizard_ Yuukkk. Gue udh di MRT ini.
4778,"Road to #Playfest2019 bareng @kotakband_ dan @dead_bachelors di Terowongan Kendal, Dukuh Atas MRT Station. More info follow @playfest2019 &amp; visit https://t.co/P11juPGXzB.

See More, Experience Many. https://t.co/fgMp3GXGmI"
4779,Buat gini kat sg nanti mrt bau keti 🤮 https://t.co/FBFeKDMcaB
4780,ena jg ini gerbong khusus wanita di mrt. bagus22
4781,"RT @akmalrzal2: Bila tunggu mak/ayah pick up kita dekat mrt

Mak/ayah : dah lama ke tunggu

Me : takdelah baru je turun train 2 minit lepas…"
4782,Yuk dateng ke MRT Dukuh Atas atau St. Sudirman. Ada Dead Bachelors sama Kotak loh... Acara road to Playfest nihhh https://t.co/HBiXvmvDio
4783,Mrt lebak bulus dinilai bersejarah pasca pilpres bagi Jokowi dan Prabowo untuk persatuan Indonesia https://t.co/o68Z4ag2i5
4784,Actually aku tak faham la bas feeder mrt ni jadual dia macam mana
4785,Mrt lebak bulus dinilai bersejarah pasca pilpres bagi Jokowi dan Prabowo untuk persatuan Indonesia https://t.co/rqOX1JxfPQ
4786,"@PuteriShamira @mohamad_hazlin HAHAHAH kalau jumpa kau bebila kau throwback, aku campak kau atas rel mrt."
4787,"I'm at MRT Phra Ram 9 - @bem_mrt in Din Daeng, Bangkok https://t.co/54z6OoFda6 https://t.co/VIqYIZDr9b"
4788,"@joked2019 seharusnya Prabowo santai saja menikmati nasi goreng di rmh nya bersama koalisi dan pendukung nya bukan makan nasi goreng di sono.
apa lagi jln2 naik MRT..
biar rakyat yg mempertahankan UUD"
4789,@infojakarta Naik KRL n MRT yg adeemm...
4790,"Satu MRT sama Luna Maya. Apakah ini pertanda cantikku bs sepertinya? Beda memang, kl sdh bening mah bening saja, ye.. https://t.co/KwstI8Bvab"
4791,Akhirrnya nyobain MRT! Yeay https://t.co/lWYpdYMYye
4792,Asik jg naik mrt ujung ke ujung ga nyampe 10rb :)
4793,Tak sampai setengah jam ada 6 motorsikal lalu.. ni laluan bersama ke? @AskRapidKL  #mrt #mutiaradamansara #sajatanya
4794,Karena tadi makan udah gragas akhirnya jalan naik mrt trus krl
4795,Ada yg tau thread pake jenius card di mrt singapore? Plss
4796,"@nadjanameera Ape lo ape lo
-emak emak di mrt-"
4797,naik mrt ???
4798,Salamat MRT ☺️😍 https://t.co/8loxlmFswk
4799,"@farahanindya_ MRT APA, KERENAN DIKIT"
4800,@machatrash Adik aku baik suka mau anter jemput ke mrt kwkwkw
4801,"Detail handphone 

Model: USED LG G6 (phone only)
4gb ram 32gb storage
Snapdragon 821

Harga : RM550
Warranty: 1 week
Cod percuma: Bangi Gateway
Cod berbayar: RM29 stesen ktm/lrt/mrt
Pos J&amp;T: RM10 Semenanjung &amp; RM20 S/S https://t.co/dbmLyAHLsI"
4802,#PopulerB1 10: Tiga Investor Berminat Danai MRT Jakarta Koridor Timur-Barat Fase 1 https://t.co/ZZl8iYwVln
4803,@apayaachh sedekat tgl naik krl sama mrt tapi tetep gabisa nonton 😭
4804,@Chewanfadhlan Hmm sebab bukan lan ambik za kat mrt ni
4805,"Masuk stadion mepet2 kurang 10 menit pemain masuk ke lapangan dikarenakan masih keliling sampe pukul 4, untung lah ada MRT 😂"
4806,Naik mrt jam segi ini enak banget. Dari fatmawati sampai halte asean bisa liat langit sore jakarta
4807,"Sales/aktivis NGO berompi biru muda yg ada di deket stasiun MRT benhil (deket Sampoerna Strategic) ini lama-lama agak genggeus, ya. Banyak banget jumlahnya. Terus agak ngejar dan yg terakhir hmm tadi rada “catcalling”. Tapi, yasudah lah."
4808,"Tapi aku naik MRT deng jadi cepet, nyambung gocar ehe ehehehehe.."
4809,"@PJOYxNG @KMINAHxNG @YOONSUxNG ( Gue tinggal di Jakarta, tapi nggak pernah naik MRT. )"
4810,Nyampe pasar santa sendirian pake gojek mrt WHO NEEDS GHEA
4811,@barsnap hahah hingga sekarang ada MRT depannya
4812,Anyone yang pernah hilang card mrt please inform macam mana nak buat 😭
4813,Sementara gue yg cuma duduk di depan komputer di ruangan berAC masih banyak ngeluh? Yang ke kantor tinggal ngesot aja nyampe tanpa harus desek2an naik commuter/busway/mrt/panas2an naik gojek! Harus banyak bersyukur dan lebih semangat lagi kerjanya! https://t.co/PGRFvLJQET
4814,Udh lumayan sering acara diadain di kolong antara st sudirman dan st mrt sudirman.. infonya malam ini ada Kotak. Yg skrg sdg berlangsung sih acaranya bahanafm. https://t.co/aXvQBNfPYQ
4815,lambat mrt ni lebih kurang ktm je. habis masa aku 🙂
4816,"Apakah kesetaraan gender juga berlaku saat kita ada di Angkutan Umum (khususnya bus, krl, mrt)?"
4817,@sahid____ @ChaZulaikaa gue ngakak di mrt yawlaaah 😂🤣
4818,@Pucchi_JKT48 Makanya naek MRT... Huft 😑
4819,Pepandai je suruh aku gi damansara 2 kali seminggu! EH KAU INGAT MURAH MURAH KE SIAL NAK PERGI DAMANSARA TU. NAIK GRAB SAHAJA DAH 37. BELUM CAMPUR NAIK LRT/MRT PUNDEHHHH TU BARU SEHARI. EH PANAS NYA HATI AKU. KAU SABAR JAP EH
4820,RT @zouwi_: Memasuki jam jam ingin beli tiket pesawat tetapi kenyataan hanya bisa membuat ku beli tiket MRT sekali jalan.
4821,"Abis dari jxb, trs order ojek, dah di ojek baru inget kan mau pulang naik mrt yah.
Trs tbtb motor abangnya mogok, gabisa nyala, disuruh order lg aja.
Berarti kan emg disuruh pulang naik mrt aja yah? Wkwk
Yah padahal kalo naik mrt pun masih harus naik ojek lagi sih ke rumah😅"
4822,"@wanmaryam__ Lahaiii selalu tnggu mrt kat ctuh, taktau pulak kat atas tuh ada cafe 😅😅 kena pergi nih hahaha beress"
4823,@Mudasir_jamal @jha_mrt @vibhasjha1 Kalam was not.
4824,"Sore hari ini ada #gundala di stasiun MRT Dukuh Atas...

#negeriinibutuhpatriot #gundala #gundaladimrt #indonesia🇮🇩 @ Jakarta, Indonesia https://t.co/R2OhKdi3Gv"
4825,Mes bb ptn 🧡 https://t.co/xq3B0NhT1S
4826,"@Pucchi_JKT48 pake moda transportasi masyarakat makanyaaa..... kaya krl, lrt, mrt biar kagak macet"
4827,@iyainbaelah @FOODFESS2 Masih betah naek mrt sama busway😆
4828,"@jansen_jsp @jokowi Anda itu underestimate bae jangankan kasus pak Novel, Pak Prabowo aja ditemukan pak BG di MRT.."
4829,"Detail handphone 

Model: USED LG G6 (phone only)
4gb ram 32gb storage
Snapdragon 821

Harga: RM550
Warranty: 1 week
Cod percuma: Bangi Gateway
Cod berbayar: RM29 stesen ktm/lrt/mrt
Pos J&amp;T: RM10 Semenanjung &amp; RM20 S/S

Whatsapp/Call 0178834461 https://t.co/2CvXyfWDkF"
4830,🐙. Rp yang dnnya kaya mrt. Rp yang ngomongnya kasar. Rp yang bener-bener ngga apdet chara sama sekali. Rp yang jfb rt ngakak. Rp yang dengan gamblang nunjukkin dom munnya apa.
4831,RT @riri_februari: @Hansip_Ciraos @pipin165 @BellaNew14 @siwurgayung @Kolak_VI @warsahidayat @dylanr99 @kyyr44 @taufikaton2 @bhadil053 @Abe…
4832,"@qronoz @mrtjakarta Wew.... elevatednya ntar di ruas daan mogot??? 
Kesian anak2 baswe. 
Trus, mereka pindah moda ke krl tangerang yg headtime nya &gt;15 menit sekali.
Semoga semua diberikan kesabaran untuk kerunyaman ini, demi MRT ke barat. 😁"
4833,"Baru aja 'disapa' 3 orang sales UNICEF di luar stasiun MRT Setiabudi tadi. 1 orang berbahasa inggris dan 2 lainnya melayu, ini apa UNICEF udah susah nyari sales lokal, sampe harus import gini? Atau ada sales strategi baru lagi dari mereka?"
4834,"@Hansip_Ciraos @pipin165 @BellaNew14 @siwurgayung @Kolak_VI @warsahidayat @dylanr99 @kyyr44 @taufikaton2 @bhadil053 @Abetday02_day @bryanvandersoon @Taurus205347374 Jiakakakkk 
MRT Mak Ridin Tiraos 
*agak maksa ya wak???*🙄🙄🙄
#IndonesiaDijajahChina"
4835,"@addiems Ini sptnya waktunya utk berdiam diri&amp;bersabar pak,siapa tau polusi ini hanya dampak situasi politis.Sejak 7 th lalu jumlah kndaraan tdk signifikan perubahannya tp polusi udaranya tinggi pd hr ini.Mungkin krn ada MRT, sbb MRT tdk berdampak signifikan thd perilaku transportasi masy"
4836,petak teruk balik naik mrt sorang² ni
4837,Diri kat mrt tk boleh tapi untuk ni boleh sanggup. BODOH https://t.co/FeRcHADemk
4838,Memasuki jam jam ingin beli tiket pesawat tetapi kenyataan hanya bisa membuat ku beli tiket MRT sekali jalan.
4839,"@riri_februari @pipin165 @BellaNew14 @siwurgayung @Kolak_VI @warsahidayat @dylanr99 @kyyr44 @taufikaton2 @bhadil053 @Abetday02_day @bryanvandersoon @Taurus205347374 MRT adlh Mbantu Rumah Tangga😌
#IndonesiaDijajahChina 
#IndonesiaDijajahChina"
4840,"RT @hanabilaf: jujur sekarang malah jadi kecanduan naik transportasi umum. 

sejak 3 hari yg lalu kemana2 pasti ngandelin busway, mrt, angk…"
4841,"Fatmawati One Hotel &amp; Residence, Apartemen Eksklusif selangkah dari Stasiun MRT Cipete Raya, Jakarta Selatan.

Ikuti Radio Talk bersama Ratdi Gunawan (Marketing Consultant Fatmawati One Hotel &amp; Residence) di Radio Elshinta 90 FM, Jumat (26/7) pukul 20.00-21.00 WIB. @RatdiG https://t.co/cUUC9B6DIl"
4842,"@fjeslinaaa Takde, ada budak rempit dalam mrt tadi"
4843,@sakshijoshii @Vaibhav_AAP Chor ki dadi me tinka ....
4844,"menemukan titik lemah dari lagu belum tidurnya hindia dan salpriadi, dengerin dari stasiun mrt asean sampe senayan, mulai masuk underground telinga saya malah bindeng karna https://t.co/yzK8igKIgE"
4845,"Teknik menjual Sebatang Rokok dan Patah Hati :
-Naiklah MRT pada jam2 ramai. 
-Cari tempat duduk yg bnyk anak mudanya, kira2 SMP-Umur 25an.
-Buka bukunya, sok2 baca dgn serius sambil menghayati.
-Tunggu org kepo nanya ""gambarnya bagus, buku buatan siapa, Mas?""
-Misi Berhasil."
4846,RT @riri_februari: @pipin165 @BellaNew14 @siwurgayung @Hansip_Ciraos @Kolak_VI @warsahidayat @dylanr99 @kyyr44 @taufikaton2 @bhadil053 @Abe…
4847,"@rrarstra Sudirman, then MRT ke blok M"
4848,"@pipin165 @BellaNew14 @siwurgayung @Hansip_Ciraos @Kolak_VI @warsahidayat @dylanr99 @kyyr44 @taufikaton2 @bhadil053 @Abetday02_day @bryanvandersoon @Taurus205347374 Aku siapa?
Aku dmn?
Rumahku mana?
Mobilku asemka ya?
MRT buat apa?
#IndonesiaDijajahChina"
