,0,1
5067,50660,"MRT Jakarta, Fase III Hubungakan Kalideres - Ujung Menteng  https://t.co/Mz787WzBW8 https://t.co/O3N3qvi8nQ"
5068,50670,Fase 3 MRT Jakarta Ditargetkan Mulai Tahun 2021 #ValidNih https://t.co/pWgYjtfPl3
5069,50680,_(:3｣∠)_ (@ RapidKL Pavilion Kuala Lumpur-Bukit Bintang (SBK18A) MRT Station - @myrapidkl in 吉隆坡) https://t.co/TChWbnPhge
5070,50690,"Kalau tap @linkaja bisa dipake buat commuterline, transjakarta sama MRT, gw pasti akan pake linkaja buat ke mana-mana"
5071,50700,@yourslittledoll Mau dong temu kamu d MRT
5072,50710,Setiap jengkal lahan kosong di Lebakbulus sekitaran stasiun MRT banyak dibangun jadi kos-kosan.
5073,50720,tebak siapa wanita yang abis kekilir ankle jatoh di tangga mrt malah pake heels ke kantor? 🧕🏼 https://t.co/pqOn0DrbT8
5074,50730,"RT @resume_kreatif: 𝐃𝐀𝐇 𝐃𝐀𝐏𝐀𝐓 𝐊𝐄𝐑𝐉𝐀!! 😎😉

Perghh bro ni dpt krje MRT 2 lepas pakai resume RK. Padu babe, opkos lah Resume RK melepasi syara…"
5075,50740,@PSSI Lebak Bulus yg sekarang jadi stasiun MRT
5076,50750,Ini gue tiap hari naik mrt kenapa gitu gapernah sekali ketemu anak twitter:(( wkwkwk https://t.co/Yzn8GGOvNp
5077,50760,"I'm at MRT เตาปูน - @bem_mrt in Bang Sue, Bangkok https://t.co/gjJNJGGTQ0"
5078,50770,"Percepat Koridor Timur-Barat, PT MRT Jakarta Butuh 4 Dukungan https://t.co/P6z6iA98Xf https://t.co/6ndZ0h798t"
5079,50780,Stasiun MRT yg deket stasiun commuter mana ya? @mrtjakarta
5080,50790,"@PT_TransJakarta @mrtjakarta pak, sehubungan dengan adanya MRT dari lebak bulus s.d bundaran HI dan dimulainya MRT koridor 2, apakah mungkin transjakarta koridor 1 akan dihapus ?"
5081,50800,2nd time naik mrt. One day nak bawak loqman jalan2 naik semua train kat kl....insya Allah
5082,50810,"Udah ky di LN nih Jakarta.. Ngantor naik mrt, dr stasiun jalan kaki, mantaap"
5083,50820,Anjay mrt lewat cengkareng guysss https://t.co/UKpZO5GwCe
5084,50830,"@aegihoon @FOODFESS2 Ayoo abis mrt aja yaah, deket banget ini di belakang kampus aku wkwkwk 😂😂"
5085,50840,Di luar panas banget begitu masuk MRT dingin banget...hhhh
5086,50850,Sejuk sia dlm mrt ni 😪
5087,50860,@helmifelis @Ronin_Indo MRT sudah dirancang sejak 1985. Pernah macet dan gagal. Tiang2 sepanjang RasunanSaid buktinya. Jadi perencanaanya bukan Jaman Foke saja.
5088,50870,"Mudah mudahan terealisasi

#JumatBerkah
 https://t.co/WIrQAhwHzo"
5089,50880,"Sidai (@ MRT Sg. Buloh Depot Site Office in Petaling Jaya, Selangor) https://t.co/D2Ttha4yGt"
5090,50890,"RT @AmandaSpotify: Menurut lo mrt, lrt, tol trans Indonesia, ring palapa, satelit nusantara 1, lo pikir itu bukan infrastruktur buat Indone…"
5091,50900,"RT @detikfinance: Pembangunan MRT Jakarta hingga 2030 ditargetkan mencapai 230 km. Terdiri dari 162,8 km jalur bawah tanah dan 68,16 km jal…"
5092,50910,"Pembangunan MRT Jakarta hingga 2030 ditargetkan mencapai 230 km. Terdiri dari 162,8 km jalur bawah tanah dan 68,16 km jalur layang. https://t.co/87nSrCVTyA"
5093,50920,RT @detikfinance: Moda Raya Terpadu (MRT) Jakarta Fase III segera dibangun tahun depan. Rutenya dari Kalideres hingga Ujung Menteng sepanja…
5094,50930,"I'm at MRT Gongguan Station in Taipei, 台北市 https://t.co/mJ1Y9NqAVB"
5095,50940,"RT @kotakband_: RT @playfest2019: Udah siap nyanyi bareng kotak belum?! Siap lahhh, masa nggak siap mengguncang stasiun MRT Dukuh Atas @mrtjakarta besok sore sih?

Mention temen kamu juga dong buat ikutan!

#Playfest2019 #NarasiTV #RoadToPlayfest2019 https://t.co/g3EQ50x9a8"
5096,50950,Beuh mantep nih ke jkt dr tangerang naik MRT... loploplop https://t.co/nrboEmSAdO
5097,50960,Ado nieh... Duk naik MRT @ Tanah Merah MRT Station https://t.co/gXN3HOYSUL
5098,50970,Naik MRT bolak balik cuma demi ngerasain sensasi bawah tanah vs atas tanah dan pulang2 terkapar masuk angin itu kurang desa apa :(
5099,50980,"RT @detikcom: Pembangunan MRT Jakarta hingga 2030 ditargetkan mencapai 230 km. Terdiri dari 162,8 km jalur bawah tanah dan 68,16 km jalur l…"
5100,50990,"2 mggu kluar KL dh 4 hari KL takde air, skang laluan MRT Semantan is no longer pedestrian friendly? And why developer can close padestrian walk without any prior notice @MyRapidKL ?"
5101,51000,@infobdg Bandung mah belum butuh tol atuh pa wali @OdedMD 😩 kalo mau perpanjang rute kereta atau mrt gitu 😩
5102,51010,Mau konfirmasi aja ke @mrtjakarta benarkah ada larangan untuk foto-foto (pribadi bukan komersial) di dalam stasiun MRT. Kok saya tadi ditegur security.
5103,51020,"Buat yg naik MRT, kl kartu bank-nya trouble gak bisa trbaca saat tap msk/kluar, TOLONG YA! mnepi ke pinggir, jgn ditengah2 gate! krn bnyk pnp lain yg mau msk/keluar, krn Gerbang Tiket MRT di desain bisa dua arah msk/keluar. Kl gak mau trouble, pakai Single Trip 😎

@AnkerTwiter"
5104,51030,MRT Fase Kalideres-Ujung Menteng Segera Dibangun https://t.co/x4qDHih89i
5105,51040,@niiswah98 @qhorikhnfh Mrt ke dukuh atas wkwk
5106,51050,RT @republikaonline: MRT fase III akan dibangun dalam bentuk layang dan bawah tanah. https://t.co/4SYd2vkIUc
5107,51060,apakah saya akan jadi korban penggusuran? https://t.co/Ipygaxm0gE
5108,51070,Pernah nonton youtube jalan-jalan keluar negeri yang mereka kemanapun mudah karena naik transportasi publik... https://t.co/YzVdsN5l1u
5109,51080,"Yang complaining ni biasanya baru naik tak sampai setahun, atau malas membaca dan malas peka dengan updates terkini dari media KTM sendiri

Alah, nak kata orang marah KTM lambat. Kekadang LRT atau MRT problem sikit pun diorang dah maki2. Biasalah orang Malaysia ni"
5110,51090,@bankmandiri apa gunanya sih Top Up di Stasiun MRT kalau gak bisa debit dan harus bayar tunai?! Ribet.
5111,51100,MRT fase III akan dibangun dalam bentuk layang dan bawah tanah. https://t.co/4SYd2vkIUc
5112,51110,Day 5 🦅🔥 (@ Paya Lebar MRT Interchange (EW8/CC9) - @smrt_singapore in Singapore) https://t.co/pxpHC986jR https://t.co/uo3LKtMHV4
5113,51120,Urut tradisional massage ful body+batin in cal rm70 in tmn miharja near lrt/mrt maluri ceras kl.pon.0126967803 https://t.co/gD0Y9V6uEW
5114,51130,RT @SengkuniKenthir: @bululero @7irtadarma @hdydamd @Hasanbdg @LaviolaGK @RustamIbrahim @kemenhub151 @PerekonomianRI @siinana22 @BudionoLom…
5115,51140,"Pagi ini malu dong gue, pas ngetap mau masuk stasiun mrt haji nawi. Terus mesin tappingnya ngomong gini “Maaf saldo anda tidak cukup”. Jleeeb"
5116,51150,"RT @wasiimbear: eh selenge gilaaa, aku dgr pakai earpiece, ada knock2 kiri ngn kanan...

aku gi pusing lah pulak macam budak bodoh kat mrt…"
5117,51160,"https://t.co/ivsGEUghru

""Secara politik fase III ini sudah dapat dukungan penuh dari pemerintah, dari Presiden, Kementerian, sampai Pemprov,"""
5118,51170,"P @BudiKaryaS @kemenhub151 @aniesbaswedan
@jokowi mhn diprtimbankan jalur MRT/LRT u Cijantung-Lebak Bulus,Cijantung-Cawang 
https://t.co/zddwPCEOSe

Pembangunan MRT Jakarta hingga 2030 ditargetkan mencapai 230 km. Terdiri dari 162,8 km jalur bawah tanah dan 68,16 km jalur layang."
5119,51180,"https://t.co/372EIV6zKx

Kereta MRT Jakarta telah beroperasi selama empat bulan sejak pertama kali diresmikan pada akhir Maret 2019 lalu. Bagaimana catatan performanya?"
5120,51190,"https://t.co/sEgYZGgI34

Pembangunan MRT Jakarta hingga 2030 ditargetkan mencapai 230 km. Terdiri dari 162,8 km jalur bawah tanah dan 68,16 km jalur layang."
5121,51200,"Teman MRT agar tetap aman dan selamat saat terjadi keadaan darurat di stasiun dan kereta dimohon untuk ikuti langkah-langkah berikut ini ya.
#MRTJakarta
#UbahJakarta
#JelajahiJakarta https://t.co/dqk28mfOrs"
5122,51210,MRT adem bgt )”: qerja di dalem MRT aja boleh gak?
5123,51220,"M : cipete raya ( sambil sodorin tiket harian MRT )
P : tiket nya 25rb ya pak
M : ( kok 25rb, gw kan bawa kartu harian )
P : kembali nya pak 75rb
M : loh saya kan bawa kartu mas
P : iya pak, jaminan 15rb ongkos 10rb"
5124,51230,@mrtjakarta mohon infonya jika naik MRT dari Ratu Plaza ke Sudirman Sahid Centre itu turunnya di mana ya ? Terima kasih.
5125,51240,"Sedikit kecewa karena rute MRT Jakarta Fase III tidak melewati Salemba Matraman. Ya gimana ya, udah telanjur ada underpass juga.

Fase III melewati Kwitang, Senen, Galur, dan Cempaka."
5126,51250,"@runwitme Hi, Boleh naik bas T852/T818 dari Mrt Pusat Bandar Damansara dan turun di Pusat Sains Negara, jalan kaki dari situ dalam 600m."
5127,51260,"Di 2030, MRT Jakarta Bakal Mengular Sepanjang 230 KM di Jabodetabek - https://t.co/AUMCMoH1wt #KabarPenumpang #MRTJakarta @mrtjakarta https://t.co/bqB5uXSvTG"
5128,51270,"RT @lulalen: Ada yang bisa dipelok-pelok di Stasiun MRT 💕

@playfest2019 h-30 guysss https://t.co/jmxGYfCcEq"
5129,51280,"Pembangunan MRT Jakarta hingga 2030 ditargetkan mencapai 230 km. Terdiri dari 162,8 km jalur bawah tanah dan 68,16 km jalur layang. https://t.co/tevrXOyPMe"
5130,51290,"RT @indoflyer: Kalau di MRT udah ada Grab, Astra, Mandiri, BNI, BCA jadi sponsor suatu stasiun. 
Kira-kira stasiun apa yang cocok digunakan…"
5131,51300,"I'm at MRT Sutthisan - @bem_mrt in Din Daeng, Bangkok https://t.co/iX0vfbAHvT"
5132,51310,@kangmutas Buat Tante Jaksel kl gak ada akses MRT maka semua jauh 😂
5133,51320,"RT @kompascom: Panduan Lengkap Naik MRT Jakarta, dari Jadwal sampai Larangan  https://t.co/GGW3DFlA7d"
5134,51330,@hakimpodolski Mana . Awal ah area mrt tu awal ah bawak 100 orang aku sorg
5135,51340,ape yg train mrt tkde banyak tempat dudok might as well aku jalan kan knn
5136,51350,RT @detikcom: Moda Raya Terpadu (MRT) Jakarta Fase III segera dibangun tahun depan. Rutenya dari Kalideres hingga Ujung Menteng sepanjang 3…
5137,51360,"Anies akan Bangun Kereta MRT Kalideres-Ujung Menteng Lewati Kwitang, Cempaka Baru dan Sumur Batu - Berita Trans https://t.co/IAkSKTIQTT lewat @beritatrans @perkeretaapian @mrtjakarta @aniesbaswedan @DKIJakarta @KAI121"
5138,51370,"Anies akan Bangun Kereta MRT Kalideres-Ujung Menteng Lewati Kwitang, Cempaka Baru dan Sumur Batu - Berita Trans https://t.co/rGrtMSvHrG lewat @beritatrans @perkeretaapian @mrtjakarta @aniesbaswedan @DKIJakarta @KAI121"
5139,51380,"Baru bisa nafas setelah masuk MRT :"")

Tapi di jalannya monmaap udh kek di spore kita kejer kejeran ama org lain. Org lain cepet lah kita kelatahan aja gt ikut ikutan cepet padahal mah nyante sambil ngopi juga bisa????"
5140,51390,No comment...harusnya diatur dong boss MRT ude keren pinggir jalan kayak gini @aniesbaswedan @DKIJakarta https://t.co/BIMeAhu6e9
5141,51400,"@m1z__putr1__ Lagu ini tak dengerin pas kamu mutusin buat tutup akun mbeb,hahaha
Udah rame drama MRT eh malah nambah drama tutup akun,duarrrrrr ambyarrrrrrr krompyang...krompyang.......

#DagelanRekonsiliasi

#DagelanRekonsiliasi https://t.co/dtXzQXkHTv"
5142,51410,"MRT fase II &amp; fase III rencananya gimana bro @adriansyahyasin 

Kemaren ga sempet hadir ke simatupang buat dengerin"
5143,51420,ditunggu sampe ke plumpang pak. biar aing kalo berangkat kerja naik mrt dan berasa kaya bule bule di new york sana. https://t.co/OUtOY9rfpW
5144,51430,"Tolong ya para pengguna MRT gue rasa bukan orang2 miskin yang beli headphone aja nggak mampu

Lu bebas dengerin lagu kek
Mau nonton kek
Main game

TAPI PAKE HEADPHONE, BANGSAD"
5145,51440,"RT @PriRabbaniReal: Makin keren saja! Dan langkah ini akan membantu mengurangi kemacetan yang selama ini identik dengan Jakarta. 

Tahun De…"
5146,51450,"Kemaren ke thamrin naik mrt. Pulang dr thamrin jam 9 pm. Dannn di gerbong gue, ada bapak2 kantoran, gila kharismanya gede bgt cuy. Mukanya pun kyk Mr. donwey kw 2. Aduhay."
5147,51460,RT @davidclarkj1: Sco pa tu manaa? https://t.co/K1EBTvkutZ
5148,51470,"@bululero @7irtadarma @hdydamd @Hasanbdg @LaviolaGK @RustamIbrahim @kemenhub151 @PerekonomianRI @siinana22 @BudionoLomo @samtejo @reenop @PartaiSocmed @LieDetectorID @buluslg @hayanaqu @dirgarsenal @muhamma87797215 @syakiaazkana @motherofstar1 @yusfi5150 @SidiBobyLukman @GaluhPejuang @SetujuSatu @Sayonara1983 @RackNine1 Ciieerr ... Makanya kalo didukung jgn sepenuh jiwa, ntar keterusan sakit jiwa lho.

Masak sakit jiwa gara2 liat orang ketemu di MRT dan makan bersama. 

😂😂😂🤣"
5149,51480,@AskRapidKL Ni kat stesen mrt surian 😄
5150,51490,"Moda Raya Terpadu (MRT) Jakarta Fase III segera dibangun tahun depan. Rutenya dari Kalideres hingga Ujung Menteng sepanjang 31,7 km. https://t.co/cX6gQfJTbu"
5151,51500,PT MRT Jakarta menyatakan penumpang kereta mengalami kenaikan sebesar 15 persen atau mencapai 94 ribu penumpang jika dibandingkan bulan lalu.#MostUpdate1058
5152,51510,Pembangunan MRT Jakarta Fase II Dikebut https://t.co/A1IUpiYL99 https://t.co/UJqfZEhB8j
5153,51520,"Ni cina depan aku mintak kene sepak sia.  Bangla tgh duduk diam2 yg kau tgk2 die kenape. Kau nak duduk? Dgr2 mrt satu cabin je kan? Kau jalan ah cari kat tempat lain puki.. Abeh bila die bangun bagi kau tempat, kau nak step surlrise bagai.. Bodoh😑 abeh bangga ah🙄🖕🏾"
5154,51530,MRT @birdwriter7 #motivation C. G. Jung #quote #image via https://t.co/PToJ98rG5P https://t.co/3yd06zJHuP https://t.co/M3I1QMp1B3
5155,51540,"Menurut lo mrt, lrt, tol trans Indonesia, ring palapa, satelit nusantara 1, lo pikir itu bukan infrastruktur buat Indonesia? Baru kali ini gue liat orang bodoh selain @aniesbaswedan"
5156,51550,@askmenfess kalo mau nyari referensi tempat makan di sekitar stasiun mrt bisa cek @drhaltekehalte
5157,51560,RT @idntimes: Di mana saja ya stasiunnya? Cek di sini https://t.co/JYcG5j3BDD
5158,51570,"Masinis nya MRT pagi ini mba mba cantik, keren. @mrtjakarta"
5159,51580,"Makin keren saja! Dan langkah ini akan membantu mengurangi kemacetan yang selama ini identik dengan Jakarta. 

Tahun Depan, Fase III MRT Jakarta Jalur Timur-Barat Akan Dicanangkan https://t.co/tct8pIbfWn"
5160,51590,"Tempat Jepret Paporit dah
.
.
.
hehehehe @ Stasiun MRT Dukuh Atas https://t.co/8N2651v2ii"
5161,51600,@Asghara_ss Yakalo suara rakyatnya gini rasanya mau ditimbun aja di jalur lrt mrt :(
5162,51610,RT @mrtjakarta: @aditiyareza Terima kasih telah menggunakan layanan MRT Jakarta 🙂
5163,51620,"Tahun Depan, Fase III MRT Jakarta Jalur Timur-Barat Akan Dicanangkan https://t.co/l5c7ZQ0tDT"
5164,51630,@aditiyareza Terima kasih telah menggunakan layanan MRT Jakarta 🙂
5165,51640,Ini Peta Rute Masa Depan MRT Jakarta https://t.co/KCmTLagtqs
5166,51650,"Siap2 macet ya selama 2-3 th.
Sing sabar. Jangan nyalahke PakPres mulu. Tokh pada demen kan naik MRT Tahap I? 😄 https://t.co/yecNMlmgPe"
5167,51660,"Kunci tinggal dalam kereta. Naik grab, sampai mrt takda kad tng. kedai ttp, dekat kaunter ticket mrt habis stock. Ic dalam kereta, grab taknak amik aku! Semoga aku dapat jumaat yang barakah harini 🙂"
5168,51670,"MRT la, LRT la.. bikin laki aku panas je bila aku tak specific. kan bagus kalau satu je nama. takde la nak confuse! after this, LRT3 la pulak 🤦🏻‍♀️🤦🏻‍♀️🤦🏻‍♀️"
5169,51680,"@AskRapidKL Daripada 720 pagi, baru naik mrt pukul 820 pagi."
5170,51690,"Nasi Ayam dah ready untuk 30 orang dulu.
Kuah Cili Thai untuk 200pax dah siap.
Kicap pun dah siap.

Ayam je tak beli lagi 😂🤔

Cari kat sebelah MRT Cochrane ye. 

#26072019"
5171,51700,"Bacaan di halaman ekstranya menarik nih, mbak @ninuk_pambudy. Yg ekstra gini jg insentif buat pelanggan e-paper. Commute ke kantor di MRT jadi lebih berarti, ujung Jakpus-ujung Jaksel lumayan jauh ditempuh https://t.co/aBRj0NLkd3"
5172,51710,Mantab @mrtjakarta ! Mudah-mudahan akan segera banyak jalur MRT di Jakarta. https://t.co/UyWN1vIadN
5173,51720,"Pembangunan MRT Jakarta hingga 2030 ditargetkan mencapai 230 km. Terdiri dari 162,8 km jalur bawah tanah dan 68,16 km jalur layang.

 https://t.co/fJO2ERXdVk"
5174,51730,@askmenfess Stasiun mrt haji nawi
5175,51740,"Moda Raya Terpadu (MRT) Jakarta Fase III segera dibangun tahun depan. Rutenya dari Kalideres hingga Ujung Menteng sepanjang 31,7 km. https://t.co/s1md23cC3K"
5176,51750,"NEWS UPDATE  PAGI  : 

Dua Kendala Pembangunan Proyek MRT Fase 2, Lokasi Depo dan Surat dari Anies ???

Pembangunan proyek MRT fase 2 koridor Bundaran Hotel Indonesia-Kota telah dilakukan. Proyek yang dibangun di… https://t.co/1R6q4RrU6d"
5177,51760,RT @nikits___: Kemarin selama di Singapur karena males top-up ez-link jadi pake kartu Jenius buat MRT sama bus (thanks to @amasna 's tweet)…
5178,51770,[askMF] guys hari ini aku gabut mau nyoba naik mrt kira2 tempat yg mesti dikunjungin kemana ya? Makasihh
5179,51780,"Semoga Allah sentiasa murahkan rezeki akak yg jual sandwich dekat mrt station, makcik yg jual breakfast depan office and dekat semuaaaaaa orangggg"
5180,51790,3kL$)MrT*&amp;!fTK&lt;L
5181,51800,"RT @AhmadGaza5: Semua cair gegara nasi goreng dan MRT

Ujung2 nya minta jatah kursi kekuasaan...

Macannya sudah jadi kucing sekarang 🤭"
5182,51810,"》 Mumpung sepi, jepret dulu guys! 🤭 》 #LRTPalembang #LRTSumsel #LRT #MRT https://t.co/brDNkiCUFm"
5183,51820,"Jangan bazirkan masa dalam MRT, lets membaca..sampai bila nak simpan all the novels kan...beli tp x baca..last2 jadi hadiah top komentator pas tu bising novel dah habis😅😅😅

#suriaamandadotcom… https://t.co/FiJ69bokMO"
5184,51830,Musik pagi MRT apa nda diganti saja
5185,51840,Jumaat dan kebaya purple. Berhimpit dalam MRT. LOve ke tak tu? 💜
5186,51850,"Dan emang dr kemaren tuh denger2 ada angkot gratis tapi harus pake kartu tertentu dari dki. Cowok gue waktu itu beli, kartunya kartu bank dki dan nyebelinnya kalo topup harus di stasiun mrt sama di tenabang, dahgitu sekali topup kena 2rb. Kan ribet ya makanya dulu gamau beli."
5187,51860,yesterday i ter pegang tangan this one guy dalam mrt dekat those pemegang and ya know hes mad mad 😭😭😭😭😭 dahla kawan dia pakai kopiah cm judge sis je 😭😭😭😭😭
5188,51870,lama tak naik mrt sorang sorang uwow solidate is really my thing yas
5189,51880,Sejuk pagi ni dlm mrt mmg lain mcm eh nk tido pun tkleh sebab sejuk sgt 😭
5190,51890,MRT hingga LRT Jadi Tulang Punggung Transportasi Kota https://t.co/7KVgbq6n5L
5191,51900,"@riris_ayuu Rute Royaltrans S12: BSD City-Fatmawati (St.MRT Fatmawati) beroperasi pada hari kerja (Senin-Jumat) mulai pukul 05:40-10:00 WIB dan 16:00-20:30 WIB, dengan jarak antar bus per 30 menit. Terima kasih :)"
5192,51910,"Assalamualaikum n good morning @MyRapidKL bas perantara T402 ke mrt tmn midah teruk betul hari ni, gap masa menunggu lebih 1/2 jam. Traffic xde teruk mana pun."
5193,51920,"@PT_TransJakarta royaltrans BSD - MRT Fatmawati, berangkat dari BSD jam berapa aja ya?"
5194,51930,@corentin__mrt MDRSJKSD
5195,51940,@AskRapidKL ada 2 bas pukul 8am ni. Tp xda pukul 7.45am. Dah ada di sini pukul 7.36am. Lokasi MRT P. Damansara.. Ni bas yg pertama. https://t.co/zXqB5MEAYW
5196,51950,JR. Sinaga - Ada Pesan dari Gerbong MRT https://t.co/i1oVqg3YJk
5197,51960,"@JabreakYudha @Wira_Ardiant @IreneViena @prabowo Nah !! Kalo memang kalian benar2 kenal seorang Prabowo tdk akan mencemooh beliau justru akn kaget dan takjub akhirnya beliau “keluar jalur” 
Pertemuan MRT dan Diplomasi Nasgor merupakan Skor 1-0 utk MegaProJek 🤫"
5198,51970,"Panduan Lengkap Naik MRT Jakarta, dari Jadwal sampai Larangan  https://t.co/GGW3DFlA7d"
5199,51980,"𝐃𝐀𝐇 𝐃𝐀𝐏𝐀𝐓 𝐊𝐄𝐑𝐉𝐀!! 😎😉

Perghh bro ni dpt krje MRT 2 lepas pakai resume RK. Padu babe, opkos lah Resume RK melepasi syarat HR, ape tunggu lagi 🙆

Nak min settle kn masalah korang...tekan je link dibawah 😊

PUTRA | https://t.co/vGj63LZtW1 https://t.co/9xlgG0xVmt"
5200,51990,"@Wira_Ardiant @IreneViena Diplomasi Nasgor &amp; Pertemuan MRT adl kejutan dr 08 yg kita tahu selalu ambil jalan lurus dlm setiap hal tp tdk kali ini,beliau mulai berstrategi u/melawan para seniornya meski hrs berkorban dicap pengkhianat o/pendukungnya. Iqra, bacalah !"
5201,52000,@MMDEMOKRAT @soeyoto1 @andre_rosiade @EPrioritas @panca66 Sekjend bener...dari awal bertemu di Mrt seharus malu... Atau lebih tepatnya nelen ludahnya sendiri... 😜🤫😎
5202,52010,@syahirjared Kannn. Pergi mrt yang sepelaung tu je dah RM 14😭
5203,52020,"BudiKaryaS:Kemajuan angkutan massal pada negara maju merupakan tulang punggung perekonomian. Di daerah perkotaan, angkutan massal seperti MRT, LRT, dan moda perkeretaapian lain menjadi tulang punggung konektivitas. https://t.co/NKgr0XBbX5"
5204,52030,"𝐃𝐀𝐇 𝐃𝐀𝐏𝐀𝐓 𝐊𝐄𝐑𝐉𝐀!! 😎😉

Perghh bro ni dpt krje MRT 2 lepas pakai resume RK. Padu babe, opkos lah Resume RK melepasi syarat HR, ape tunggu lagi 🙆

Nak min settle kn masalah korang...tekan je link dibawah 😊

IZWAN : https://t.co/rLrliITuNo https://t.co/xLjBVPxhPE"
5205,52040,RT @cndl___: Listening to your fav songs bila dalam mrt sambil tgk luar is so therapeutic
5206,52050,"Kemajuan angkutan massal pada negara maju merupakan tulang punggung perekonomian. Di daerah perkotaan, angkutan massal seperti MRT, LRT, dan moda perkeretaapian lain menjadi tulang punggung konektivitas."
5207,52060,Ngos ngossan ngejar mrt smpe kaki sakit &amp; puyeng gataunya malah ketinggalan :) ksl https://t.co/akbhSky5xn
5208,52070,"Asiiik,,,MRT Kalideres - Ujung Menteng mulai tahun depan!
#mrtjakarta #transportasimassal #transportrasi #infrastruktur #jakarta #beritaterkini #beritaterbaru #propertiterkini https://t.co/nIlixf6l4c https://t.co/aUenzcqNmI"
5209,52080,@MeIsAlfa Baunya mengisi gerbong mrt dan baunya berteriak “LONTE” :&gt;
5210,52090,"eh selenge gilaaa, aku dgr pakai earpiece, ada knock2 kiri ngn kanan...

aku gi pusing lah pulak macam budak bodoh kat mrt ni hahahaha https://t.co/vfs1QgIOHK"
5211,52100,Oh mann.. punya leka main candy crush.. sampai terlepas Stesen MRT Bukit Bintang.. nasib baik tak sampai sungai buloh..
5212,52110,"Yg penting jatim dapat Proyek MRT..  Dr surabaya,  pasuruan,  probolinggo sampai bali..."
5213,52120,MRT hingga LRT Jadi Tulang Punggung Transportasi Kota https://t.co/w6eGUI8bJ9
5214,52130,MRT hingga LRT Jadi Tulang Punggung Transportasi Kota https://t.co/ba036l9WBx
5215,52140,"pagi belum benar-benar terang benderang 
orang ramai sudah berkumpul dan menunggu MRT 

di sini tiada hantu 
cuma manusia saja
apakah hantu segan dengan manusia
barangkali marah pada manusia bertopengkan hantu"
5216,52150,"250719 ♥︎ -naik mrt lg yeeey
-kelas inten baruuuu
-keremu anak mp byk bgt bruh
-wooseok sang tehmin x1 ngepost mulu
-i had kwetiau weeheee
-stress ekonomi byk bgt catetannya 😊😊
-final songs on spotify yippie https://t.co/QHlJPzCK7K"
5217,52160,|&gt; MRT hingga LRT Jadi Tulang Punggung Transportasi Kota https://t.co/yo6kRVN9j0
5218,52170,MRT hingga LRT Jadi Tulang Punggung Transportasi Kota https://t.co/Qd5D3vLg7k
5219,52180,RT @kompascom: Berikut panduan jika Anda ingin menggunakan MRT Jakarta. https://t.co/eVYGiJ8Lky
5220,52190,"Bukan nk kondem tp nie sebelum tren sampai, bila tren sampai semua dok kerumun depan pintu. 😏😏
Apa2 pn pengguna LRT n MRT masih ok la sikit tp komuter 🤦🏻‍♀️🤦🏻‍♀️ https://t.co/1pBVlJMYp3"
5221,52200,@AskRapidKL Sya tggu dri jm 6pg xkn xde bas dri station mrt trx...
5222,52210,"@mrtjakarta pagi min, oo iya min Napa di stasiun MRT Senayan kok gak ada eskalator nya dan gak di buat yg keluar arah Kemendikbud ?! Tq min 🤔 🙏"
5223,52220,Mrt juga perlu nih https://t.co/4xyYOmlGd3
5224,52230,Berikut panduan jika Anda ingin menggunakan MRT Jakarta. https://t.co/eVYGiJ8Lky
5225,52240,ya Allah semalam bas buat hal. harini mrt pulakkkkkk 🤦🏻‍♀️
5226,52250,"@Tude58871895 @Ii72Ipul @ruhutsitompul 😂😂😂😂😂
Bukannya sdh satu kolam ya.??
Abis ketemuan di mrt ame raja kodok
Barusan ketemuan mkn nasgor ama mak banteng.
Eee cieeee.."
5227,52260,"@SelviVeloo1 @1rmf5 @NajibRazak @kalkitoos @tunfaisal @SirJ4O @izhar1902 @mooezza @PutriSufi3 @fikhwanBait @Ayahanda_MD @ZahidaZK @Zahid_Hamidi @HamdanRukun @RameshRaoAKS @blackmerz101 @riz_esp @RoslanWanz @feeltheheat7 @TengkuRajaAlam1 @mimimarinajaaf1 @Azmann81769303 @En_White_Bird @arahman_ahmad @dunquestionme @citizen14884 @waffyzua3 @encikzapa Mamak kutty bapak segala perompak. Duit forex 31.5 bilion mana pegi? Duit perwaja, petronas siapa ambik? Alahai..Bapa Pencuri   ambik duit utk bt bailout sykt anak dia. Bossku yg dikatakan curi tp ada MRT, LRT, ETS, TBS, Pan Borneo, UTC. Siapa pencuri sebenarnya??"
5228,52270,"Sedikit-demi sedikit saya memahami langkah politik pak Prabowo walau kemarin saya sempat marah dan kecewa dengan pertemuan Jokowi di stasiun MRT juga pertemuan Prabowo di kediaman Megawati, makanya sejak kemarin saya diam."
5229,52280,"@elgrddn Emang dah agak overpopulated sama kecil bandung tuh. Jadi mau develop MRT, LRT agak susah soalnya bingung sama penataan lahan yg sempit"
5230,52290,Skrrrt skrrrt skrrrt alles on time
5231,52300,"@gradyakbar @salsabilasr Di malay klw naik bis jg teratuh gitu? Di indo, MRT dan LRT teratur kok dan beberapa provinsi daerah jg teratur kok klw mau naik bis dan tertib berlalu lintas."
5232,52310,RT @republikaonline: Skybridge dibangun menghubungkan MRT Lebak Bulus dengan Poins Square. https://t.co/00G6Zcx6JK
5233,52320,RT @agathedrs: miskine ptn
5234,52330,@duygukuruu N A S I L
